step	accumulated_step	loss	perplexity	ttt_step_time	score_seq_time	eval_step_time	plddt	tm_score	lddt
0	0			4.76837158203125e-07	0.0	0.40173912048339844	44.8354606628418		0.36243014824297265
1	64	2.71484375		4.163298845291138	0.0	0.40002965927124023	51.97615051269531		0.507333211034799
2	128	2.66796875		4.2316811084747314	0.0	0.3996601104736328	69.60786437988281		0.8392327939977331
3	192	2.40234375		4.218729734420776	0.0	0.39841461181640625	86.11685943603516		0.6584611100351655
4	256	2.109375		4.2367377281188965	0.0	0.3979966640472412	83.54290008544922		0.65570620505718
5	320	2.185546875		4.449676036834717	0.0	0.39824700355529785	77.89453887939453		0.6997490966501391
6	384	1.916015625		4.226135969161987	0.0	0.3976590633392334	81.76139831542969		0.6623768979451217
7	448	1.859375		4.22914981842041	0.0	0.3964982032775879	80.49176788330078		0.6599675528719323
8	512	0.9990234375		4.236895799636841	0.0	0.39850282669067383	81.83768463134766		0.6595817888939061
9	576	1.310546875		4.244049787521362	0.0	0.3975224494934082	79.53545379638672		0.7052233639976453
10	640	1.5283203125		4.226534843444824	0.0	0.3971400260925293	77.57952117919922		0.8404201757099743
11	704	1.513671875		4.242010116577148	0.0	0.3968479633331299	82.48458099365234		0.6630986658144978
12	768	1.0078125		4.229671001434326	0.0	0.39737844467163086	75.56634521484375		0.7202317416693685
13	832	0.9521484375		4.237133741378784	0.0	0.39691805839538574	81.11515808105469		0.686350226920282
14	896	1.140625		4.231506824493408	0.0	0.3966693878173828	87.78327178955078		0.9619779116959983
15	960	1.244140625		4.229117393493652	0.0	0.3995652198791504	80.91393280029297		0.7004347434259355
16	1024	0.73974609375		4.223567485809326	0.0	0.39934325218200684	88.0013656616211		0.9520811315494376
17	1088	1.181640625		4.2515549659729	0.0	0.39871859550476074	86.85240173339844		0.9625386785269389
18	1152	1.3232421875		4.255059003829956	0.0	0.3989131450653076	88.79360961914062		0.9606499787409337
19	1216	0.8720703125		4.248968601226807	0.0	0.40038633346557617	88.41744232177734		0.9543195857084598
20	1280	0.96044921875		4.252829313278198	0.0	0.39878416061401367	89.38937377929688		0.96045492914847
